site;plot;treatment;transect;subplot;position_m;species;height_cm;girth_cm;diameter_cm;notes
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;27;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;18;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;18;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;30;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;42;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;20;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;13;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;34;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;32;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;13;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;45;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;22;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;19;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;14;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;22;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;9;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;26;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;24;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;12;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;11;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;18;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;26;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;13;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;13;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;32;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;12;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;27;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;40;;;
Östadkulle;V;control;V95;2;23;Populus tremula;49;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;18;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;13;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;35;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;14;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;17;;;
Östadkulle;V;control;V95;2;23;Quercus sp.;12;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;10;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;26;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;13;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;20;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;17;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;16;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;18;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;31;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;19;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;27;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;33;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;20;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;35;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;37;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;17;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;24;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;35;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;13;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;13;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;16;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;11;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;37;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;28;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;28;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;34;;;
Östadkulle;V;control;V95;2;23;Populus tremula;16;;;
Östadkulle;V;control;V95;2;23;Quercus sp.;16;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;22;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;21;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;36;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;12;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;9;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;26;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;29;;;
Östadkulle;V;control;V95;2;23;Quercus sp.;15;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;51;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;26;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;25;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;12;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;18;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;21;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;34;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;13;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;18;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;59;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;19;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;22;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;13;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;23;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;11;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;15;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;18;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;30;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;10;;;
Östadkulle;V;control;V95;2;23;Quercus sp.;7;;;
Östadkulle;V;control;V95;3;47;Corylus avellana;12;;;understory almost only litter, an old stone wall through the subplot - mossy rocks, fallen trees, under oaks
Östadkulle;V;control;V95;3;47;Corylus avellana;43;;;
Östadkulle;V;control;V95;3;47;Corylus avellana;133;1;0,318310155;
Östadkulle;V;control;V95;3;47;Corylus avellana;125;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;32;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;8;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;9;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;27;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;20;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;33;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;6;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;14;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;30;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;20;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;30;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;20;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;9;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;17;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;18;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;25;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;18;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;42;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;21;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;9;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;29;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;26;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;12;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;28;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;10;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;26;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;20;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;24;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;22;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;24;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;31;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;25;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;24;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;14;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;39;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;14;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;23;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;20;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;25;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;19;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;36;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;35;;;
Östadkulle;V;control;V95;3;47;Fraxinus excelsior;22;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;34;;;a big birch in the subplot, understory litter, mossy rocks, roots, a little blueberry
Östadkulle;V;control;V95;4;68;Corylus avellana;11;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;46;;;many browsed
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;35;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;25;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;31;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;30;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;19;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;31;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;24;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;15;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;26;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;21;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;24;;;
Östadkulle;V;control;V95;4;68;Corylus avellana;41;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;17;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;1;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;20;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;30;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;21;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;33;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;27;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;37;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;34;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;13;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;25;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;28;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;16;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;32;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;31;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;18;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;15;;;
Östadkulle;V;control;V95;4;68;Quercus sp.;11;;;b
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;14;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;16;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;14;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;24;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;24;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;25;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;16;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;20;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;24;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;13;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;23;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;15;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;12;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;14;;;
Östadkulle;V;control;V95;4;68;Quercus sp.;13;;;b
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;12;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;27;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;18;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;25;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;22;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;18;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;17;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;15;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;15;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;12;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;24;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;14;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;14;;;
Östadkulle;V;control;V95;4;68;Quercus sp.;7;;;
Östadkulle;V;control;V95;4;68;Quercus sp.;12;;;b
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;9;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;15;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;22;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;24;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;16;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;27;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;13;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;13;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;15;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;5;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;18;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;10;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;16;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;20;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;8;;;
Östadkulle;V;control;V95;4;68;Fraxinus excelsior;18;;;
Östadkulle;V;control;V95;4;68;Quercus sp.;10;;;
Östadkulle;V;control;V75;1;6;Corylus avellana;14;;;understory litter, a big mossy rock and a few smaller ones, big hazel trunks
Östadkulle;V;control;V75;1;6;Corylus avellana;23;;;
Östadkulle;V;control;V75;1;6;Corylus avellana;111;;;
Östadkulle;V;control;V75;1;6;Corylus avellana;11;;;
Östadkulle;V;control;V75;1;6;Corylus avellana;>130;8;2,54648124;
Östadkulle;V;control;V75;1;6;Fraxinus excelsior;19;;;many browsed
Östadkulle;V;control;V75;1;6;Fraxinus excelsior;23;;;
Östadkulle;V;control;V75;1;6;Fraxinus excelsior;9;;;
Östadkulle;V;control;V75;1;6;Fraxinus excelsior;16;;;
Östadkulle;V;control;V75;1;6;Fraxinus excelsior;16;;;
Östadkulle;V;control;V75;1;6;Fraxinus excelsior;14;;;
Östadkulle;V;control;V75;1;6;Fraxinus excelsior;15;;;
Östadkulle;V;control;V75;1;6;Fraxinus excelsior;12;;;
Östadkulle;V;control;V75;1;6;Fraxinus excelsior;20;;;
Östadkulle;V;control;V75;1;6;Quercus sp.;10;;;b
Östadkulle;V;control;V75;1;6;Fraxinus excelsior;17;;;
Östadkulle;V;control;V75;1;6;Fraxinus excelsior;37;;;
Östadkulle;V;control;V75;1;6;Fraxinus excelsior;10;;;
Östadkulle;V;control;V75;1;6;Fraxinus excelsior;19;;;
Östadkulle;V;control;V75;1;6;Fraxinus excelsior;21;;;
Östadkulle;V;control;V75;1;6;Fraxinus excelsior;9;;;
Östadkulle;V;control;V75;1;6;Fraxinus excelsior;15;;;
Östadkulle;V;control;V75;1;6;Fraxinus excelsior;15;;;
Östadkulle;V;control;V75;1;6;Fraxinus excelsior;27;;;
Östadkulle;V;control;V75;1;6;Fraxinus excelsior;20;;;
Östadkulle;V;control;V75;1;6;Fraxinus excelsior;29;;;
Östadkulle;V;control;V75;1;6;Fraxinus excelsior;25;;;
Östadkulle;V;control;V75;1;6;Fraxinus excelsior;21;;;
Östadkulle;V;control;V75;1;6;Fraxinus excelsior;18;;;
Östadkulle;V;control;V75;1;6;Fraxinus excelsior;13;;;
Östadkulle;V;control;V75;1;6;Fraxinus excelsior;23;;;
Östadkulle;V;control;V75;1;6;Fraxinus excelsior;14;;;
Östadkulle;V;control;V75;1;6;Fraxinus excelsior;17;;;
Östadkulle;V;control;V75;1;6;Fraxinus excelsior;21;;;
Östadkulle;V;control;V75;1;6;Fraxinus excelsior;19;;;
Östadkulle;V;control;V75;1;6;Corylus avellana;35;;;
Östadkulle;V;control;V75;1;6;Corylus avellana;>130;4;1,27324062;
Östadkulle;V;control;V75;1;6;Corylus avellana;>130;9;2,864791395;
Östadkulle;V;control;V75;1;6;Corylus avellana;>130;6;1,90986093;
Östadkulle;V;control;V75;2;37;Corylus avellana;17;;;understory litter, some mossy rocks, a dead trunk and branches, spruces
Östadkulle;V;control;V75;2;37;Picea abies;>130;11;3,501411706;
Östadkulle;V;control;V75;2;37;Corylus avellana;36;;;
Östadkulle;V;control;V75;2;37;Corylus avellana;90;;;
Östadkulle;V;control;V75;2;37;Corylus avellana;118;;;
Östadkulle;V;control;V75;2;37;Corylus avellana;73;;;
Östadkulle;V;control;V75;2;37;Corylus avellana;>130;1;0,318310155;
Östadkulle;V;control;V75;2;37;Corylus avellana;99;;;
Östadkulle;V;control;V75;3;48;Quercus sp.;10;;;understory litter, a few ferns, little blueberry, harsyra, mossy rocks
Östadkulle;V;control;V75;3;48;Corylus avellana;8;;;
Östadkulle;V;control;V75;3;48;Fraxinus excelsior;8;;;many browsed
Östadkulle;V;control;V75;3;48;Fraxinus excelsior;17;;;
Östadkulle;V;control;V75;3;48;Fraxinus excelsior;11;;;
Östadkulle;V;control;V75;3;48;Fraxinus excelsior;12;;;
Östadkulle;V;control;V75;3;48;Fraxinus excelsior;9;;;
Östadkulle;V;control;V75;3;48;Fraxinus excelsior;7;;;
Östadkulle;V;control;V75;3;48;Fraxinus excelsior;21;;;
Östadkulle;V;control;V75;3;48;Fraxinus excelsior;19;;;
Östadkulle;V;control;V75;3;48;Fraxinus excelsior;13;;;
Östadkulle;V;control;V75;3;48;Fraxinus excelsior;8;;;
Östadkulle;V;control;V75;3;48;Populus tremula;28;;;
Östadkulle;V;control;V75;4;73;Picea abies;102;;;moved back 2 meters because otherwise the subplot would have gone over the plot border, understory litter, branches, a few mushrooms, under an oak, in the middle of spruces
Östadkulle;V;control;V75;4;73;Picea abies;135;1;0,318310155;
